gene	tot_nsample
ITGAD	138
ITGAE	87
ITGAL	129
ITGAM	130
ITGAV	111
ITGAX	169
ITGB1	75
ITGB1_ENST00000396033	62
ITGB1_ENST00000423113	10
ITGB1BP1	13
ITGB1BP2	30
ITGB1BP3	17
ITGB2	98
ITGB3	92
ITGB3_ENST00000435993	53
ITGB3BP	20
ITGB4	116
ITGB4_ENST00000339591	33
ITGB5	59
ITGB6	61
ITGB7	53
ITGB8	72
ITGB8_ENST00000222573	71
ITGBL1	68
ITIH1	97
ITIH2	128
ITIH3	60
ITIH3_ENST00000449956	72
ITIH4	65
ITIH5	171
ITIH5_ENST00000397145	98
ITIH5L	173
ITK	124
ITLN1	34
ITLN2	31
ITM2A	47
ITM2B	21
ITM2C	17
ITPA	15
ITPK1	27
ITPK1_ENST00000354313	20
ITPKA	19
ITPKB	56
ITPKB_ENST00000429204	89
ITPKC	33
ITPR1	250
ITPR1_ENST00000302640	190
ITPR1_ENST00000357086	187
ITPR2	249
ITPR3	216
ITPR3_ENST00000374316	150
ITPRIP	43
ITPRIPL1	57
ITPRIPL2	39
ITSN1	150
ITSN2	136
ITSN2_ENST00000406921	76
IVD	28
IVL	87
IVNS1ABP	75
IWS1	51
IYD	40
IYD_ENST00000229447	27
IYD_ENST00000392256	32
IZUMO1	30
IZUMO2	21
IZUMO4	13
IZUMO4_ENST00000395301	9
JAG1	100
JAG1_ENST00000254958	99
JAG2	61
JAGN1	16
JAK1	130
JAK2	31026
JAK3	183
JAK3_ENST00000458235	95
JAKMIP1	105
JAKMIP1_ENST00000409021	123
JAKMIP2	126
JAKMIP3	63
JAM2	32
JAM3	38
JARID2	124
JAZF1	12
JDP2	6
JDP2_ENST00000267569	2
JHDM1D	52
JKAMP	21
JKAMP_ENST00000356057	25
JMJD1C	170
JMJD1C_ENST00000399262	160
JMJD4	28
JMJD5	32
JMJD5_ENST00000441782	30
JMJD6	32
JMJD6_ENST00000445478	23
JMJD7	101
JMJD8	4
JMJD8_ENST00000293882	8
JMY	40
JMY_ENST00000396137	38
JOSD1	18
JOSD2	10
JPH1	72
JPH2	63
JPH2_ENST00000342272	12
JPH3	87
JPH4	60
JRKL	32
JSRP1	17
JTB	12
JUB	20
JUN	22
JUNB	12
JUND	6
JUP	59
K0401_HUMAN	50
KAAG1	4
KAL1	69
KALRN	186
KALRN_ENST00000360013	302
KANK1	106
KANK1_ENST00000354485	5
KANK1_ENST00000382303	92
KANK2	45
KANK3	20
KANK4	122
KARCA1	9
KARS	43
KARS_ENST00000319410	30
KAT2A	45
KAT2B	64
KAT5	33
KATNA1	33
KATNAL1	48
KATNAL2	55
KATNB1	31
KAZALD1	14
KAZN	54
KBTBD10	45
KBTBD11	2
KBTBD12	36
KBTBD13	9
KBTBD2	35
KBTBD3	58
KBTBD4	50
KBTBD5	76
KBTBD6	79
KBTBD7	58
KBTBD8	53
KBTBD8_ENST00000417314	43
KCMF1	3
KCMF1_ENST00000409785	34
KCNA1	108
KCNA10	85
KCNA2	55
KCNA3	88
KCNA4	156
KCNA5	129
KCNA6	117
KCNA7	24
KCNAB1	47
KCNAB1_ENST00000471742	54
KCNAB1_ENST00000490337	49
KCNAB2	17
KCNAB3	25
KCNB1	131
KCNB2	206
KCNC1	83
KCNC1_ENST00000265969	64
KCNC2	107
KCNC2_ENST00000549446	106
KCNC3	32
KCNC4	64
KCNC4_ENST00000438661	40
KCND1	56
KCND1_ENST00000419374	2
KCND2	177
KCND3	103
KCND3_ENST00000315987	23
KCNE1	21
KCNE1L	8
KCNE2	12
KCNE3	7
KCNE4	20
KCNF1	66
KCNG1	73
KCNG1_ENST00000396017	7
KCNG2	46
KCNG3	17
KCNG4	68
KCNH1	179
KCNH2	93
KCNH2_ENST00000430723	48
KCNH3	84
KCNH4	90
KCNH5	196
KCNH5_ENST00000394968	70
KCNH6	107
KCNH7	237
KCNH7_ENST00000328032	104
KCNH8	176
KCNIP1	34
KCNIP1_ENST00000377360	23
KCNIP2	24
KCNIP2_ENST00000348850	13
KCNIP3	30
KCNIP3_ENST00000468529	19
KCNIP4	25
KCNIP4_ENST00000382148	16
KCNIP4_ENST00000382152	12
KCNIP4_ENST00000447367	20
KCNJ1	58
KCNJ10	43
KCNJ10_ENST00000368089	2
KCNJ11	34
KCNJ12	156
KCNJ13	17
KCNJ14	27
KCNJ15	40
KCNJ16	67
KCNJ2	67
KCNJ3	115
KCNJ4	66
KCNJ5	60
KCNJ6	57
KCNJ8	53
KCNJ9	35
KCNK1	29
KCNK10	97
KCNK10_ENST00000312350	91
KCNK10_ENST00000319231	54
KCNK12	11
KCNK13	67
KCNK15	19
KCNK16	30
KCNK16_ENST00000425054	24
KCNK16_ENST00000437525	4
KCNK17	32
KCNK17_ENST00000453413	23
KCNK18	61
KCNK2	69
KCNK2_ENST00000444842	54
KCNK3	38
KCNK4	21
KCNK5	48
KCNK6	34
KCNK7	9
KCNK7_ENST00000340313	12
KCNK7_ENST00000394216	1
KCNK9	97
KCNMA1	141
KCNMA1_ENST00000404857	38
KCNMA1_ENST00000406533	120
KCNMB1	34
KCNMB2	32
KCNMB3	13
KCNMB3_ENST00000349697	10
KCNMB3_ENST00000392685	8
KCNMB3_ENST00000497599	11
KCNMB4	25
KCNN1	29
KCNN1_ENST00000222249	38
KCNN2	77
KCNN2_ENST00000512097	53
KCNN3	89
KCNN3_ENST00000361147	36
KCNN4	35
KCNQ1	48
KCNQ2	121
KCNQ2_ENST00000344425	35
KCNQ2_ENST00000354587	23
KCNQ3	140
KCNQ4	55
KCNQ5	132
KCNRG	24
KCNS1	26
KCNS2	80
KCNS3	77
KCNT1	129
KCNT2	211
KCNU1	167
KCNU1_ENST00000399881	164
KCNV1	90
KCNV2	70
KCP	12
KCTD1	29
KCTD1_ENST00000417602	38
KCTD10	23
KCTD11	15
KCTD12	11
KCTD13	18
KCTD14	32
KCTD15	17
KCTD16	60
KCTD17	12
KCTD18	38
KCTD19	74
KCTD2	14
KCTD20	28
KCTD21	28
KCTD3	94
KCTD4	16
KCTD5	12
KCTD6	13
KCTD7	26
KCTD8	86
KCTD9	29
KCTD9L	2
KDELC1	59
KDELC2	34
KDELR1	25
KDELR2	16
KDELR2_ENST00000490996	10
KDELR3	21
KDELR3_ENST00000409006	16
KDM1A	47
KDM1B	47
KDM2A	77
KDM2B	61
KDM2B_ENST00000377069	31
KDM2B_ENST00000377071	103
KDM3A	92
KDM3A_ENST00000409556	77
KDM3B	166
KDM4A	66
KDM4B	83
KDM4B_ENST00000381759	32
KDM4C	100
KDM4C_ENST00000381306	69
KDM4D	54
KDM4E	28
KDM4E_ENST00000450979	28
KDM5A	144
KDM5A_ENST00000399788	144
KDM5B	6
KDM5B_ENST00000367265	145
KDM5C	150
KDM5C_ENST00000375401	89
KDM5C_ENST00000452825	98
KDM5D	36
KDM6A	224
KDM6B	89
KDR	274
KDSR	15
KEAP1	163
KEL	108
KERA	58
KHDC1	9
KHDC1L	21
KHDRBS1	31
KHDRBS2	92
KHDRBS3	49
KHK	33
KHK_ENST00000260598	25
KHNYN	43
KHSRP	49
KIAA0020	50
KIAA0040	2
KIAA0090	62
KIAA0100	156
KIAA0101	7
KIAA0141	40
KIAA0146	58
KIAA0174	22
KIAA0182	89
KIAA0195	88
KIAA0196	78
KIAA0226	61
KIAA0226_ENST00000273582	65
KIAA0226L	53
KIAA0226L_ENST00000378784	3
KIAA0232	99
KIAA0240	79
KIAA0247	26
KIAA0284	69
KIAA0284_ENST00000414716	80
KIAA0317	64
KIAA0319	105
KIAA0319L	68
KIAA0319L_ENST00000325722	70
KIAA0355	78
KIAA0368	133
KIAA0391	29
KIAA0408	58
KIAA0415	54
KIAA0415_ENST00000450194	116
KIAA0430	135
KIAA0430_ENST00000344181	13
KIAA0467_ENST00000372442	196
KIAA0494	29
KIAA0513	34
KIAA0528	90
KIAA0528_ENST00000544930	63
KIAA0556	164
KIAA0556_ENST00000261588	158
KIAA0564	151
KIAA0586	79
KIAA0586_ENST00000261244	80
KIAA0649	79
KIAA0664	75
KIAA0664_ENST00000322335	85
KIAA0701	47
KIAA0746	62
KIAA0748	47
KIAA0748_ENST00000449076	47
KIAA0753	55
KIAA0754	45
KIAA0754_ENST00000530275	38
KIAA0776	72
KIAA0825	34
KIAA0825_ENST00000312498	51
KIAA0825_ENST00000513200	80
KIAA0889	68
KIAA0889_ENST00000279034	77
KIAA0895	41
KIAA0895_ENST00000338533	40
KIAA0895L	30
KIAA0907	52
KIAA0913	67
KIAA0913_ENST00000398706	105
KIAA0913_ENST00000412131	99
KIAA0922	118
KIAA0922_ENST00000409959	86
KIAA0930	34
KIAA0930_ENST00000336156	1
KIAA0947	90
KIAA0947_ENST00000296564	202
KIAA0953	30
KIAA1009	110
KIAA1024	136
KIAA1033	77
KIAA1045	55
KIAA1107	57
KIAA1109	403
KIAA1143	9
KIAA1147	32
KIAA1161	44
KIAA1191	11
KIAA1199	107
KIAA1210	169
KIAA1211	173
KIAA1217	183
KIAA1217_ENST00000430453	10
KIAA1239	75
KIAA1244	129
KIAA1244_ENST00000251691	71
KIAA1257	32
KIAA1267	120
KIAA1274	72
KIAA1279	34
KIAA1310	44
KIAA1324	67
KIAA1324L	108
KIAA1324L_ENST00000450689	79
KIAA1328	38
KIAA1370	80
KIAA1377	105
KIAA1383	71
KIAA1383_ENST00000418460	77
KIAA1404	127
KIAA1407	70
KIAA1409	355
KIAA1429	130
KIAA1429_ENST00000421249	24
KIAA1430	30
KIAA1430_ENST00000458385	25
KIAA1432	91
KIAA1456	19
KIAA1462	152
KIAA1467	66
KIAA1468	82
KIAA1486	147
KIAA1509	22
KIAA1522	57
KIAA1522_ENST00000373480	8
KIAA1524	77
KIAA1529	131
KIAA1530	46
KIAA1539	49
KIAA1543	81
KIAA1549	7
KIAA1549_ENST00000242365	146
KIAA1549_ENST00000422774	147
KIAA1586	56
KIAA1598	28
KIAA1598_ENST00000355371	32
KIAA1609	34
KIAA1614	72
KIAA1618	7
KIAA1644	37
KIAA1671	28
KIAA1683	100
KIAA1683_ENST00000392413	78
KIAA1704	30
KIAA1715	54
KIAA1731	79
KIAA1731_ENST00000325212	77
KIAA1737	22
KIAA1751	87
KIAA1755	131
KIAA1772	31
KIAA1797	149
KIAA1804	114
KIAA1826	31
KIAA1841	47
KIAA1841_ENST00000402291	32
KIAA1853	57
KIAA1875	3
KIAA1913	101
KIAA1919	46
KIAA1949	31
KIAA1958	47
KIAA1958_ENST00000374244	3
KIAA1967	65
KIAA1984	36
KIAA2013	20
KIAA2013_ENST00000376576	3
KIAA2018	171
KIAA2022	235
KIAA2026	88
KIAA2026_ENST00000399933	141
KIDINS220	128
KIF11	53
KIF12	33
KIF13A	127
KIF13A_ENST00000259711	99
KIF13A_ENST00000378814	37
KIF13B	78
KIF13B_ENST00000524189	97
KIF14	142
KIF15	88
KIF16B	169
KIF16B_ENST00000408042	116
KIF17	119
KIF18A	88
KIF18B	56
KIF19	89
KIF1A	148
KIF1B	150
KIF1B_ENST00000377093	64
KIF1C	68
KIF20A	49
KIF20B	169
KIF21A	173
KIF21A_ENST00000395670	16
KIF21B	191
KIF22	25
KIF23	52
KIF24	63
KIF25	70
KIF26A	83
KIF26B	155
KIF26B_ENST00000407071	166
KIF27	93
KIF2A	31
KIF2A_ENST00000407818	36
KIF2B	236
KIF2C	62
KIF3A	55
KIF3A_ENST00000378735	48
KIF3B	70
KIF3C	70
KIF4A	115
KIF4B	149
KIF4B_ENST00000435029	150
KIF5A	133
KIF5B	76
KIF5C	83
KIF5C_ENST00000435030	71
KIF6	103
KIF6_ENST00000287152	98
KIF7	51
KIF7_ENST00000394412	61
KIF9	55
KIFAP3	83
KIFAP3_ENST00000538366	3
KIFC1	47
KIFC2	47
KIFC3	50
KIN	37
KIR2DL1	42
KIR2DL3	68
KIR2DL4	30
KIR2DL4_ENST00000345540	27
KIR2DL4_ENST00000396284	4
KIR2DS4	51
KIR3DL1	11
KIR3DL1_ENST00000391728	76
KIR3DL1_ENST00000402254	75
KIR3DL2	52
KIR3DL3	43
KIR3DX1	34
KIRREL	105
KIRREL_ENST00000359209	89
KIRREL_ENST00000368173	113
KIRREL2	90
KIRREL2_ENST00000262625	68
KIRREL3	74
KIRREL3_ENST00000525144	57
KIRREL3_ENST00000525704	46
KISS1	3
KISS1R	9
KIT	2817
KITLG	22
KL	91
KLB	85
KLC1	27
KLC1_ENST00000452929	22
KLC2	47
KLC3	35
KLC4	48
KLC4_ENST00000259708	2
KLC4_ENST00000458460	16
KLF1	13
KLF10	39
KLF11	44
KLF12	38
KLF13	9
KLF14	14
KLF15	37
KLF16	8
KLF17	49
KLF17_ENST00000372299	38
KLF2	10
KLF3	40
KLF4	76
KLF5	54
KLF6	31
KLF6_ENST00000469435	3
KLF7	28
KLF8	37
KLF9	15
KLHDC1	21
KLHDC10	28
KLHDC2	30
KLHDC3	20
KLHDC4	43
KLHDC5	34
KLHDC6	25
KLHDC7A	52
KLHDC7B	32
KLHDC7B_ENST00000395676	5
KLHDC8A	29
KLHDC8B	26
KLHDC9	14
KLHL1	151
KLHL10	65
KLHL11	40
KLHL12	42
KLHL13	71
KLHL14	82
KLHL15	48
KLHL17	29
KLHL18	42
KLHL2	36
KLHL20	52
KLHL21	26
KLHL22	51
KLHL23	48
KLHL24	53
KLHL25	54
KLHL26	42
KLHL28	53
KLHL29	21
KLHL29_ENST00000486442	20
KLHL3	50
KLHL30	35
KLHL30_ENST00000409223	36
KLHL31	45
KLHL32	77
KLHL33	19
KLHL33_ENST00000344581	18
KLHL34	71
KLHL35	15
KLHL36	49
KLHL38	79
KLHL4	142
KLHL4_ENST00000373119	99
KLHL5	68
KLHL6	95
KLHL7	47
KLHL7_ENST00000339077	45
KLHL8	48
KLHL9	59
KLK1	27
KLK10	27
KLK11	26
KLK12	24
KLK13	34
KLK14	22
KLK14_ENST00000391802	21
KLK15	40
KLK2	26
KLK2_ENST00000358049	15
KLK3	38
KLK3_ENST00000360617	29
KLK4	43
KLK5	31
KLK6	32
KLK7	35
KLK8	38
KLK9	18
KLKB1	76
KLKB1_ENST00000264690	65
KLLN	4
KLLN_ENST00000445946	4
KLRAP1	5
KLRAQ1	64
KLRB1	25
KLRC1	30
KLRC2	24
KLRC3	24
KLRC4	20
KLRD1	24
KLRF1	26
KLRG1	16
KLRG2	21
KLRK1	23
KMO	64
KNCN	6
KNDC1	142
KNG1	49
KNG1_ENST00000265023	77
KNTC1	167
KPNA1	40
KPNA2	54
KPNA3	44
KPNA4	41
KPNA5	54
KPNA6	2
KPNA6_ENST00000373625	28
KPNA7	31
KPNB1	3
KPNB1_ENST00000290158	50
KPRP	140
KPTN	34
KRAS	28792
KRAS_ENST00000256078	471
KRBA1	66
KRBA2	33
KRBOX1	3
KRBOX1_ENST00000418176	3
KRCC1	24
KREMEN1	43
KREMEN2	12
KRI1	62
KRIT1	61
KRR1	36
KRT1	88
KRT10	47
KRT12	49
KRT13	60
KRT14	59
KRT15	51
KRT16	40
KRT17	45
KRT17P1	6
KRT17P1_ENST00000399211	6
KRT18	24
KRT19	39
KRT2	81
KRT20	37
KRT222	33
KRT23	53
KRT24	52
KRT25	56
KRT26	38
KRT27	36
KRT28	59
KRT3	61
KRT31	73
KRT31_ENST00000251645	73
KRT32	47
KRT33A	49
KRT33B	37
KRT34	63
KRT35	55
KRT36	44
KRT37	56
KRT38	58
KRT39	47
KRT4	103
KRT40	24
KRT5	68
KRT6A	85
KRT6B	81
KRT6C	49
KRT7	32
KRT7_ENST00000543899	11
KRT71	57
KRT72	67
KRT73	86
KRT74	54
KRT75	68
KRT76	59
KRT77	51
KRT78	35
KRT79	71
KRT8	40
KRT80	32
KRT80_ENST00000394815	32
KRT81	41
KRT82	41
KRT83	54
KRT84	55
KRT85	70
KRT86	31
KRT8P11	8
KRT9	64
KRTAP1	73
KRTAP10	395
KRTAP11	41
KRTAP12	43
KRTAP13	158
KRTAP15	32
KRTAP16	12
KRTAP17	14
KRTAP19	160
KRTAP2	4
KRTAP20	35
KRTAP21	37
KRTAP22	22
KRTAP23	14
KRTAP24	44
KRTAP25	13
KRTAP26	57
KRTAP27	48
KRTAP29	1
KRTAP3	31
KRTAP4	620
KRTAP5	445
KRTAP6	69
KRTAP8	20
KRTAP9	145
KRTAP9L2	3
KRTCAP2	14
KRTCAP3	11
KRTDAP	9
KSR1	69
KSR1_ENST00000319524	74
KSR2	144
KSR2_ENST00000302438	46
KTI12	25
KTN1	19
KTN1_ENST00000416613	111
KY	44
KY_ENST00000423778	42
KYNU	62
KYNU_ENST00000375773	40
L1CAM	174
L1TD1	104
L2HGDH	27
L3MBTL1	7
L3MBTL1_ENST00000373134	6
L3MBTL1_ENST00000373135	15
L3MBTL1_ENST00000427442	64
L3MBTL2	57
L3MBTL3	88
L3MBTL4	72
LACE1	28
LACRT	19
LACTB	28
LACTB2	23
LAD1	39
LAG3	32
LAGE3	10
LAIR1	41
LAIR2	27
LALBA	7
LAMA1	403
LAMA2	434
LAMA3	261
LAMA3_ENST00000269217	97
LAMA4	204
LAMA4_ENST00000368638	9
LAMA5	243
LAMB1	173
LAMB2	142
LAMB3	120
LAMB4	216
LAMC1	167
LAMC2	99
LAMC3	154
LAMP1	37
LAMP2	35
LAMP2_ENST00000200639	29
LAMP2_ENST00000434600	29
LAMP3	43
LAMTOR1	9
LAMTOR2	10
LAMTOR2_ENST00000368302	1
LAMTOR3	6
LANCL1	17
LANCL2	48
LANCL3	16
LANCL3_ENST00000378619	18
LAP3	41
LAPTM4A	14
LAPTM4B	22
LAPTM5	28
LARGE	93
LARP1	94
LARP1_ENST00000336314	74
LARP1B	71
LARP1B_ENST00000354456	3
LARP1B_ENST00000427266	30
LARP4	49
LARP4B	97
LARP4B_ENST00000448368	2
LARP6	38
LARP6_ENST00000344870	2
LARP7	48
LARS	86
LARS2	38
LAS1L	70
LASP1	24
LASS1	2
LASS2	28
LASS3	64
LASS4	27
LASS5	23
LASS6	29
LAT	14
LAT_ENST00000395461	4
LAT2	23
LATS1	4
LATS1_ENST00000253339	105
LATS1_ENST00000543571	105
LATS2	92
LATS2_ENST00000382592	70
LAX1	45
LAYN	33
LBH	13
LBP	51
LBR	50
LBX1	18
LBX2	13
LCA5	60
LCA5L	54
LCAP	8
LCAT	31
LCE1A	21
LCE1B	37
LCE1C	37
LCE1D	16
LCE1E	20
LCE1F	41
LCE2A	20
LCE2B	37
LCE2C	24
LCE2D	24
LCE3A	19
LCE3B	9
LCE3C	2
LCE3D	26
LCE3E	23
LCE4A	35
LCE5A	14
LCE6A	4
LCE6A_ENST00000431011	4
LCK	52
LCK_ENST00000373564	42
LCLAT1	46
LCMT1_ENST00000399069	22
LCMT2	48
LCN1	20
LCN10	8
LCN10_ENST00000497771	8
LCN12	11
LCN15	11
LCN2	11
LCN6	8
LCN8	13
LCN9	21
LCN9_ENST00000277526	19
LCNL1	1
LCOR	31
LCORL	18
LCORL_ENST00000382226	27
LCP1	65
LCP2	59
LCP2_ENST00000046794	61
LCT	279
LCTL	67
LDB1	33
LDB1_ENST00000425280	19
LDB2	71
LDB2_ENST00000441778	46
LDB3	72
LDB3_ENST00000372056	22
LDB3_ENST00000429277	61
LDHA	42
LDHA_ENST00000396222	30
LDHA_ENST00000540430	36
LDHAL6A	29
LDHAL6B	29
LDHB	42
LDHC	34
LDHD	31
LDLR	65
LDLRAD1	20
LDLRAD2	17
LDLRAD3	47
LDLRAP1	25
LDOC1	26
LDOC1L	22
LEAP2	5
LECT1	38
LECT2	22
LEF1	52
LEF1_ENST00000510624	29
LEFTY1	25
LEFTY2	24
LEKR1	30
LEKR1_ENST00000356539	34
LELP1	39
LEMD1	10
LEMD1_ENST00000367153	10
LEMD2	17
LEMD3	63
LENEP	6
LENG1	17
LENG8	68
LENG9	34
LENG9_ENST00000333834	12
LEO1	41
LEP	17
LEPR	81
LEPR_ENST00000344610	54
LEPR_ENST00000349533	113
LEPRE1	61
LEPRE1_ENST00000296388	44
LEPREL1	86
LEPREL2	40
LEPREL2_ENST00000396725	46
LEPREL4	20
LEPROT	14
LEPROTL1	9
LEPROTL1_ENST00000523116	6
LETM1	41
LETM2	27
LETM2_ENST00000379957	26
LETMD1	29
LEUTX	7
LFNG	16
LFNG_ENST00000222725	14
LFNG_ENST00000402506	18
LGALS1	10
LGALS12	28
LGALS13	22
LGALS14	26
LGALS14_ENST00000392052	12
LGALS16	6
LGALS2	14
LGALS3	10
LGALS3BP	45
LGALS4	39
LGALS7	3
LGALS7_ENST00000378626	3
LGALS8	39
LGALS9	25
LGALS9B	24
LGALS9C	23
LGI1	65
LGI2	53
LGI3	42
LGI4	29
LGMN	23
LGR4	78
LGR5	89
LGR6	89
LGSN	67
LHB	20
LHCGR	139
LHFP	30
LHFPL1	25
LHFPL2	7
LHFPL3	24
LHFPL4	30
LHFPL5	38
LHPP	17
LHX1	46
LHX2	27
LHX3	19
LHX4	34
LHX5	35
LHX6	32
LHX6_ENST00000394319	31
LHX8	68
LHX9	71
LHX9_ENST00000367390	63
LIAS	21
LIF	14
LIFR	160
LIFR_ENST00000263409	138
LIG1	141
LIG3	77
LIG3_ENST00000378526	83
LIG4	86
LILRA1	89
LILRA2	93
LILRA3	59
LILRA4	84
LILRA5	46
LILRA6	74
LILRB1	129
LILRB2	85
LILRB3	63
LILRB4	75
LILRB5	80
LILRB5_ENST00000450632	76
LIM2	19
LIMA1	65
LIMCH1	95
LIMCH1_ENST00000503057	88
LIMCH1_ENST00000512820	9
LIMD1	34
LIMD2	4
LIME1	12
LIMK1	48
LIMK2	44
LIMK2_ENST00000340552	41
LIMS1	20
LIMS1_ENST00000542845	16
LIMS2	29
LIN28A	18
LIN28B	15
LIN37	15
LIN52	8
LIN54	46
LIN7A	32
LIN7B	7
LIN7C	23
LIN9	53
LINC00207	4
LINC00207_ENST00000334566	4
LINC00273	28
LINC00273_ENST00000539813	28
LINC00346	1
LINC00470	2
LINC00544	2
LINC00583	1
LINGO1	76
LINGO2	117
LINGO2_ENST00000379992	111
LINGO3	19
LINGO4	46
LINS	58
LIPA	27
LIPC	53
LIPE	78
LIPF	26
LIPF_ENST00000394375	22
LIPG	41
LIPH	52
LIPI	75
LIPJ	27
LIPK	24
LIPK_ENST00000404190	24
LIPM	16
LIPN	26
LIPT1	27
LIPT2	5
LITAF	15
LITAF_ENST00000381810	1
LIX1	32
LIX1L	26
LL0XNC01	32
LLGL1	58
LLGL2	76
LLGL2_ENST00000167462	56
LLGL2_ENST00000578363	2
LLPH	13
LMAN1	52
LMAN1L	38
LMAN2	35
LMAN2L	23
LMBR1	32
LMBR1L	31
LMBR1L_ENST00000267102	29
LMBRD1	58
LMBRD2	77
LMCD1	35
LMF1	40
LMF2	36
LMLN	50
LMNA	26
LMNB1	45
LMNB2	37
LMO1	14
LMO2	21
LMO3	17
LMO4	17
LMO7	108
LMO7_ENST00000357063	99
LMO7_ENST00000465261	81
LMOD1	57
LMOD2_ENST00000458573	61
LMOD3	45
LMOD3_ENST00000420581	47
LMTK2	118
LMTK2_ENST00000297293	98
LMTK3	51
LMTK3_ENST00000270238	62
LMX1A	79
LMX1B	45
LMX1B_ENST00000355497	39
LNP1	24
LNPEP	74
LNX1	71
LNX1_ENST00000263925	50
LNX2	65
LOC114984	11
LOC120364	7
LOC133308	41
LOC139116	2
LOC139249	1
LOC139263	6
LOC139542	1
LOC145814	36
LOC148213	68
LOC152485	86
LOC157567	12
LOC158730	8
LOC158825	1
LOC158957	3
LOC165186	25
LOC168850	75
LOC200420	6
LOC220686	4
LOC223075	112
LOC257106	77
LOC283232	6
LOC283849	42
LOC284023	2
LOC284100	13
LOC286404	5
LOC286408	2
LOC286411	3
LOC286528	13
LOC340096	7
LOC340578	131
LOC342541	6
LOC345630	4
LOC347376	4
LOC347381	1
LOC347421	6
LOC349136	9
LOC388972	6
LOC389669	1
LOC389842	15
LOC389848	1
LOC389900	3
LOC389901	4
LOC389904	2
LOC390956	3
LOC392439	1
LOC392467	2
LOC392539	1
LOC392546	11
LOC392554	2
LOC392556	1
LOC401052	6
LOC401605	3
LOC401611	1
LOC402418	1
LOC440345	32
LOC440917	15
LOC440925	1
LOC440944	1
LOC441344	1
LOC441483	1
LOC441486	1
LOC441488	3
LOC441494	1
LOC441497	13
LOC441504	1
LOC441507	4
LOC441510	1
LOC441511	2
LOC441515	4
LOC441526	37
LOC442425	39
LOC442444	220
LOC442447	1
LOC442452	4
LOC442461	4
LOC442464	3
LOC442465	8
LOC442466	1
LOC493829	30
LOC51058	6
LOC51059	396
LOC51123	10
LOC51321	14
LOC541473	34
LOC55954	8
LOC56901	8
LOC57149	5
LOC645864	4
LOC646870	4
LOC646871	1
LOC65121	74
LOC651503	10
LOC651746	1
LOC652153	531
LOC652737	100
LOC653192	2
LOC728194	27
LOC728350	1
LOC728378	78
LOC729903	1
LOC730735	4
LOC731173	1
LOC731740	1
LOC731796	2
LOC731890	1
LOC81691	35
LOC88523	1
LOC91807	71
LOC93081	21
LOH12CR1	11
LONP1	59
LONP2	58
LONRF1	42
LONRF2	52
LONRF3	68
LONRF3_ENST00000371628	58
LONRF3_ENST00000422289	6
LOR	18
LOX	24
LOXHD1	160
LOXHD1_ENST00000398722	139
LOXL1	24
LOXL2	86
LOXL3	67
LOXL4	56
LPA	214
LPAL2	11
LPAR1	43
LPAR2	26
LPAR3	52
LPAR4	80
LPAR5	28
LPAR6	35
LPCAT1	61
LPCAT2	31
LPCAT3	31
LPCAT4	29
LPGAT1	30
LPHN1	102
LPHN2	225
LPHN2_ENST00000370725	193
LPHN3	269
LPHN3_ENST00000512091	238
LPHN3_ENST00000514591	273
LPIN1	84
LPIN1_ENST00000404113	3
LPIN2	69
LPIN3	62
LPL	76
LPO	66
LPP	10
LPP_ENST00000312675	56
LPPR2	16
LPPR4	139
LPXN	31
LPXN_ENST00000528954	24
LRAT	25
LRBA	227
LRCH1	53
LRCH1_ENST00000311191	37
LRCH2	68
LRCH2_ENST00000317135	64
LRCH3	58
LRCH3_ENST00000425562	9
LRCH3_ENST00000438796	9
LRCH4	44
LRFN1	51
LRFN1_ENST00000248668	2
LRFN2	130
LRFN3	40
LRFN4	21
LRFN5	253
LRG1	23
LRGUK	103
LRIF1	61
LRIG1	102
LRIG1_ENST00000383703	16
LRIG2	58
LRIG3	112
LRIT1	65
LRIT2	74
LRIT3	47
LRIT3_ENST00000379920	50
LRMP	45
LRP1	392
LRP10	66
LRP11	25
LRP12	116
LRP1B	1165
LRP2	672
LRP2BP	30
LRP3	43
LRP4	147
LRP5	122
LRP5L	21
LRP6	162
LRP8	54
LRPAP1	29
LRPPRC	95
LRR1	33
LRRC1	48
LRRC1_ENST00000370882	2
LRRC10	23
LRRC14	20
LRRC14B	28
LRRC15	78
LRRC15_ENST00000439944	47
LRRC16A	90
LRRC16A_ENST00000329474	69
LRRC16A_ENST00000377969	3
LRRC16B	113
LRRC17	39
LRRC18	44
LRRC19	21
LRRC2	34
LRRC20	17
LRRC23	41
LRRC24	11
LRRC25	15
LRRC26	2
LRRC27	36
LRRC27_ENST00000368615	17
LRRC27_ENST00000392638	5
LRRC28	36
LRRC29	12
LRRC3	21
LRRC30	66
LRRC31	62
LRRC32	66
LRRC33	90
LRRC34	21
LRRC36	60
LRRC37A	19
LRRC37A2	33
LRRC37A3	71
LRRC37B	65
LRRC38	12
LRRC39	33
LRRC3B	42
LRRC3C	4
LRRC4	65
LRRC40	61
LRRC41	71
LRRC42	25
LRRC43	45
LRRC43_ENST00000339777	55
LRRC45	17
LRRC46	22
LRRC47	40
LRRC48	28
LRRC48_ENST00000411504	19
LRRC49	65
LRRC4B	82
LRRC4C	179
LRRC52	48
LRRC53	6
LRRC55	42
LRRC56	22
LRRC57	19
LRRC58	18
